model,material,numSamples,algorithm,metric,n_neighbors,weights,Accuracy,F1,Precision,Recall,AUC,mean_fit_time,std_fit_time,mean_score_time,std_score_time
KNearestNeighbors,copper,240,ball_tree,minkowski,27,uniform,0.9995089285714286,0.9995089285714286,0.9995089285714286,0.9995089285714286,0.9999979367615136,6.0680841445922855,0.1432093494701374,173.45264840126038,4.502261912501697
KNearestNeighbors,copper,240,ball_tree,minkowski,27,distance,1.0,1.0,1.0,1.0,1.0,6.042322826385498,0.14945291275107062,169.87239084243774,3.8072400652342773
KNearestNeighbors,copper,240,ball_tree,minkowski,30,uniform,0.9991964285714285,0.9991964285714285,0.9991964285714285,0.9991964285714285,0.9999970525164482,6.0378035545349125,0.035669674281445546,175.63197522163392,4.35148442268996
KNearestNeighbors,copper,240,ball_tree,minkowski,30,distance,1.0,1.0,1.0,1.0,1.0,5.9474231719970705,0.12825225985174343,171.4025791168213,2.6785707783661064
KNearestNeighbors,copper,240,ball_tree,euclidean,3,uniform,1.0,1.0,1.0,1.0,1.0,6.051849699020385,0.08079431562152534,133.53581447601317,2.280003709658931
KNearestNeighbors,copper,240,ball_tree,euclidean,3,distance,1.0,1.0,1.0,1.0,1.0,6.095798444747925,0.12394174531927382,131.40641560554505,2.5373804339012476
KNearestNeighbors,copper,240,ball_tree,euclidean,6,uniform,1.0,1.0,1.0,1.0,1.0,6.056492805480957,0.11692889349157615,138.7521375656128,2.508305961101128
KNearestNeighbors,copper,240,ball_tree,euclidean,6,distance,1.0,1.0,1.0,1.0,1.0,6.164906406402588,0.14501689414872748,136.92677607536316,1.9999821128688215
KNearestNeighbors,copper,240,ball_tree,euclidean,9,uniform,1.0,1.0,1.0,1.0,1.0,5.867075395584107,0.13320761933986905,146.3395854949951,4.56974858023563
KNearestNeighbors,copper,240,ball_tree,euclidean,9,distance,1.0,1.0,1.0,1.0,1.0,6.004014253616333,0.24657222040208554,145.6976622581482,6.261507346658431
KNearestNeighbors,copper,240,ball_tree,euclidean,12,uniform,1.0,1.0,1.0,1.0,1.0,5.981116390228271,0.18424472755754956,154.30158214569093,4.880659006240104
KNearestNeighbors,copper,240,ball_tree,euclidean,12,distance,1.0,1.0,1.0,1.0,1.0,5.930918216705322,0.08757516054889206,152.44968461990356,5.61389198351536
KNearestNeighbors,copper,240,ball_tree,euclidean,15,uniform,1.0,1.0,1.0,1.0,1.0,6.0669904232025145,0.08541212896917444,159.76127252578735,3.843124839788488
KNearestNeighbors,copper,240,ball_tree,euclidean,15,distance,1.0,1.0,1.0,1.0,1.0,5.990708732604981,0.12328100874277714,156.79656138420106,4.105933107492438
KNearestNeighbors,copper,240,ball_tree,euclidean,18,uniform,1.0,1.0,1.0,1.0,1.0,6.013585758209229,0.16022351649358568,162.51129217147826,2.883157994201768
KNearestNeighbors,copper,240,ball_tree,euclidean,18,distance,1.0,1.0,1.0,1.0,1.0,5.9131584644317625,0.24258623943832033,161.86210055351256,3.316372881143718
KNearestNeighbors,copper,240,ball_tree,euclidean,21,uniform,0.9998883928571429,0.9998883928571429,0.9998883928571429,0.9998883928571429,1.0,5.993002700805664,0.11476075519940823,166.09172234535217,3.639980982213808
KNearestNeighbors,copper,240,ball_tree,euclidean,21,distance,1.0,1.0,1.0,1.0,1.0,6.153584575653076,0.13598445631506034,165.2705578804016,2.4848526268552433
KNearestNeighbors,copper,240,ball_tree,euclidean,24,uniform,0.9995982142857143,0.9995982142857143,0.9995982142857143,0.9995982142857143,0.9999992971385376,6.001625919342041,0.1894970543372745,170.15432996749877,4.343121995844255
KNearestNeighbors,copper,240,ball_tree,euclidean,24,distance,1.0,1.0,1.0,1.0,1.0,5.978609895706176,0.07673036768494058,167.23791284561156,4.019011739439698
KNearestNeighbors,copper,240,ball_tree,euclidean,27,uniform,0.9995089285714286,0.9995089285714286,0.9995089285714286,0.9995089285714286,0.9999979367615136,5.9993157386779785,0.2415734856285907,173.527370595932,3.835007946848112
KNearestNeighbors,copper,240,ball_tree,euclidean,27,distance,1.0,1.0,1.0,1.0,1.0,6.060644292831421,0.20223958634969003,170.96954278945924,2.846099097367521
KNearestNeighbors,copper,240,ball_tree,euclidean,30,uniform,0.9991964285714285,0.9991964285714285,0.9991964285714285,0.9991964285714285,0.9999970525164482,6.15718355178833,0.0956000998395106,175.63830461502076,3.836182339148057
KNearestNeighbors,copper,240,ball_tree,euclidean,30,distance,1.0,1.0,1.0,1.0,1.0,5.995862150192261,0.08037081820846469,172.30873575210572,4.334175752730164
KNearestNeighbors,copper,240,ball_tree,manhattan,3,uniform,1.0,1.0,1.0,1.0,1.0,5.8567201614379885,0.2205968867442372,156.30626592636108,2.252264233267399
KNearestNeighbors,copper,240,ball_tree,manhattan,3,distance,1.0,1.0,1.0,1.0,1.0,6.016205644607544,0.1092827003678134,155.01795783042908,2.6420702498665705
