model,material,numSamples,activation,alpha,hidden_layer_sizes,learning_rate,max_iter,Accuracy,F1,Precision,Recall,AUC,mean_fit_time,std_fit_time,mean_score_time,std_score_time
NeuralNetwork,iron,240,identity,0.0001,"(100, 100, 100)",invscaling,900,0.9087151841868824,0.9087151841868824,0.9087151841868824,0.9087151841868824,0.9890121732961592,109.35287613868714,15.880854751171022,0.41798601150512693,0.05418138928465101
NeuralNetwork,iron,240,identity,0.0001,"(100, 100, 100)",invscaling,1000,0.8980233602875112,0.8980233602875112,0.8980233602875112,0.8980233602875112,0.9870812411872862,116.57779126167297,22.970207173859965,0.41494321823120117,0.03609789390080495
NeuralNetwork,iron,240,identity,0.0001,"(100, 100, 100)",adaptive,100,0.8996705600479185,0.8996705600479185,0.8996705600479185,0.8996705600479185,0.989554074264557,124.62827181816101,13.660943674946575,0.42049603462219237,0.021052498950589624
NeuralNetwork,iron,240,identity,0.0001,"(100, 100, 100)",adaptive,200,0.8978137166816413,0.8978137166816413,0.8978137166816413,0.8978137166816413,0.9882779287217988,128.7920922756195,18.621551102897822,0.4094398021697998,0.03666233207870022
NeuralNetwork,iron,240,identity,0.0001,"(100, 100, 100)",adaptive,300,0.8979335130278526,0.8979335130278526,0.8979335130278526,0.8979335130278526,0.9893042275405168,137.80312418937683,29.820760398675798,0.3922130584716797,0.015364199809532247
NeuralNetwork,iron,240,identity,0.0001,"(100, 100, 100)",adaptive,400,0.91350703803534,0.91350703803534,0.91350703803534,0.91350703803534,0.9890903319445228,109.16099414825439,30.046647513611816,0.4194467067718506,0.05240731099614181
NeuralNetwork,iron,240,identity,0.0001,"(100, 100, 100)",adaptive,500,0.9238394728960767,0.9238394728960767,0.9238394728960767,0.9238394728960767,0.991051760704768,158.43231210708618,33.92975579924079,0.4320849418640137,0.06682253345916124
NeuralNetwork,iron,240,identity,0.0001,"(100, 100, 100)",adaptive,600,0.9131476489967056,0.9131476489967056,0.9131476489967056,0.9131476489967056,0.9895817665075171,133.43852858543397,34.361761521084766,0.4325122833251953,0.024298364584874988
NeuralNetwork,iron,240,identity,0.0001,"(100, 100, 100)",adaptive,700,0.8990116801437557,0.8990116801437557,0.8990116801437557,0.8990116801437557,0.9895474365358694,154.4723626613617,33.25916444057119,0.43115506172180174,0.031056839865270934
NeuralNetwork,iron,240,identity,0.0001,"(100, 100, 100)",adaptive,800,0.91434561245882,0.91434561245882,0.91434561245882,0.91434561245882,0.9899979263036022,133.60437812805176,39.38441666429764,0.4487499237060547,0.056071180266733404
